pos_x,pos_y,target_speed
-284.278564453125,-141.62689208984375,80.0
-285.80694580078125,-141.49998474121094,80.0
-287.3230285644531,-141.3743896484375,80.0
-288.82666015625,-141.25001525878906,80.0
-290.3962707519531,-141.1198272705078,80.0
-291.9525146484375,-140.99095153808594,80.0
-293.4954528808594,-140.86270141601562,80.0
-295.02520751953125,-140.73440551757812,80.0
-296.5424499511719,-140.60682678222656,80.0
-298.0472717285156,-140.48150634765625,80.0
-299.5434875488281,-140.3577423095703,80.0
-301.10595703125,-140.22784423828125,80.0
-302.6616516113281,-140.09934997558594,80.0
-304.2133483886719,-139.97103881835938,80.0
-305.7637939453125,-139.84292602539062,80.0
-307.31414794921875,-139.71542358398438,80.0
-308.8650207519531,-139.58839416503906,80.0
-310.4164123535156,-139.46035766601562,80.0
-311.96881103515625,-139.332275390625,80.0
-313.5223693847656,-139.2042236328125,80.0
-315.0772705078125,-139.07589721679688,80.0
-316.6335754394531,-138.94732666015625,80.0
-318.1914978027344,-138.81814575195312,80.0
-319.7509460449219,-138.68838500976562,80.0
-321.3119506835937,-138.55848693847656,80.0
-322.8744201660156,-138.42857360839844,80.0
-324.4380798339844,-138.29824829101562,80.0
-326.0018920898437,-138.1675567626953,80.0
-327.56280517578125,-138.036376953125,80.0
-329.1147155761719,-137.9058837890625,80.0
-330.6528625488281,-137.77639770507812,80.0
-332.17791748046875,-137.64784240722656,80.0
-333.6894226074219,-137.52081298828125,80.0
-335.1882629394531,-137.39439392089844,80.0
-336.7442932128906,-137.26226806640625,80.0
-338.2865600585937,-137.13172912597656,80.0
-339.8150329589844,-137.00247192382812,80.0
-341.3300476074219,-136.8750762939453,80.0
-342.8312072753906,-136.7482452392578,80.0
-344.3875427246094,-136.61679077148438,80.0
-345.93328857421875,-136.48568725585938,80.0
-347.47021484375,-136.35427856445312,80.0
-349.000732421875,-136.2230224609375,80.0
-350.52862548828125,-136.09165954589844,80.0
-352.0564880371094,-135.9602508544922,80.0
-353.5863037109375,-135.82981872558594,80.0
-355.11883544921875,-135.69920349121094,80.0
-356.65478515625,-135.56918334960938,80.0
-358.1942749023437,-135.43890380859375,80.0
